,id,churn_probability,churn_probability_pred_LR,churn_probability_pred_RF,churn_probability_pred_DC,churn_probability_pred_XG
4560,74559,0,1.0,0.0,0.0,0
4561,74560,1,1.0,1.0,0.0,0
4562,74561,1,0.0,0.0,0.0,0
4563,74562,1,1.0,1.0,1.0,1
4564,74563,0,0.0,0.0,0.0,0
4565,74564,0,0.0,0.0,0.0,0
4566,74565,1,1.0,0.0,1.0,0
4567,74566,0,0.0,0.0,0.0,0
4568,74567,0,0.0,0.0,0.0,0
4569,74568,0,0.0,0.0,0.0,0
4570,74569,0,0.0,0.0,0.0,0
4571,74570,0,0.0,0.0,0.0,0
4572,74571,0,0.0,0.0,0.0,0
4573,74572,0,0.0,0.0,0.0,0
4574,74573,0,0.0,0.0,0.0,0
4575,74574,0,0.0,0.0,0.0,0
4576,74575,0,0.0,0.0,0.0,0
4577,74576,0,0.0,0.0,0.0,0
4578,74577,0,0.0,0.0,0.0,0
4579,74578,0,1.0,0.0,0.0,0
4580,74579,0,0.0,0.0,0.0,0
4581,74580,0,0.0,0.0,0.0,0
4582,74581,0,0.0,0.0,0.0,0
4583,74582,0,1.0,1.0,1.0,1
4584,74583,1,1.0,0.0,0.0,0
4585,74584,0,0.0,0.0,0.0,0
4586,74585,1,0.0,0.0,1.0,1
4587,74586,0,0.0,0.0,0.0,0
4588,74587,1,0.0,0.0,0.0,0
4589,74588,0,0.0,0.0,0.0,0
4590,74589,0,0.0,0.0,0.0,0
4591,74590,0,0.0,0.0,0.0,0
4592,74591,0,0.0,0.0,0.0,0
4593,74592,0,0.0,0.0,0.0,0
4594,74593,0,0.0,0.0,0.0,0
4595,74594,1,1.0,1.0,1.0,1
4596,74595,0,0.0,0.0,0.0,0
4597,74596,0,0.0,0.0,0.0,0
4598,74597,0,0.0,0.0,0.0,0
4599,74598,0,0.0,0.0,0.0,0
4600,74599,0,0.0,0.0,0.0,0
4601,74600,0,0.0,0.0,0.0,0
4602,74601,0,0.0,0.0,0.0,0
4603,74602,0,0.0,0.0,0.0,0
4604,74603,0,1.0,0.0,0.0,0
4605,74604,0,0.0,0.0,0.0,0
4606,74605,0,0.0,0.0,0.0,0
4607,74606,0,0.0,0.0,0.0,0
4608,74607,0,0.0,0.0,0.0,0
4609,74608,0,0.0,0.0,0.0,0
4610,74609,0,0.0,0.0,0.0,0
4611,74610,0,1.0,0.0,0.0,0
4612,74611,1,1.0,0.0,0.0,0
4613,74612,0,0.0,0.0,0.0,0
4614,74613,0,0.0,0.0,0.0,0
4615,74614,0,0.0,0.0,0.0,0
4616,74615,0,0.0,0.0,0.0,0
4617,74616,1,1.0,1.0,1.0,1
4618,74617,0,0.0,0.0,0.0,0
4619,74618,0,0.0,0.0,0.0,0
4620,74619,0,0.0,0.0,0.0,0
4621,74620,0,0.0,0.0,0.0,0
4622,74621,0,0.0,0.0,0.0,0
4623,74622,0,0.0,0.0,0.0,0
4624,74623,0,0.0,0.0,0.0,0
4625,74624,0,0.0,0.0,0.0,0
4626,74625,0,0.0,0.0,0.0,0
4627,74626,0,0.0,0.0,0.0,0
4628,74627,1,0.0,1.0,1.0,1
4629,74628,0,0.0,0.0,0.0,0
4630,74629,0,0.0,0.0,0.0,0
4631,74630,0,0.0,0.0,0.0,0
4632,74631,0,0.0,0.0,0.0,0
4633,74632,0,0.0,0.0,0.0,0
4634,74633,0,1.0,0.0,1.0,0
4635,74634,1,0.0,0.0,0.0,0
4636,74635,0,0.0,0.0,0.0,0
4637,74636,0,0.0,0.0,0.0,1
4638,74637,0,0.0,0.0,0.0,0
4639,74638,0,1.0,0.0,0.0,0
4640,74639,0,0.0,0.0,0.0,0
4641,74640,0,0.0,0.0,0.0,0
4642,74641,0,0.0,0.0,0.0,0
4643,74642,0,0.0,0.0,0.0,0
4644,74643,0,0.0,0.0,0.0,0
4645,74644,0,0.0,0.0,0.0,0
4646,74645,0,0.0,0.0,0.0,0
4647,74646,0,0.0,0.0,0.0,0
4648,74647,0,0.0,0.0,0.0,0
4649,74648,0,0.0,0.0,0.0,0
4650,74649,0,0.0,0.0,0.0,0
4651,74650,0,0.0,0.0,0.0,0
4652,74651,0,0.0,0.0,0.0,0
4653,74652,0,0.0,0.0,0.0,0
4654,74653,0,0.0,0.0,0.0,0
4655,74654,0,0.0,0.0,0.0,0
4656,74655,0,0.0,0.0,0.0,0
4657,74656,0,0.0,0.0,0.0,0
4658,74657,0,0.0,0.0,0.0,0
4659,74658,0,0.0,0.0,0.0,0
4660,74659,0,0.0,0.0,0.0,0
4661,74660,0,0.0,0.0,0.0,0
4662,74661,0,0.0,0.0,0.0,0
4663,74662,0,0.0,0.0,0.0,0
4664,74663,0,0.0,0.0,0.0,0
4665,74664,0,0.0,0.0,0.0,0
4666,74665,0,0.0,0.0,0.0,0
4667,74666,0,0.0,0.0,0.0,0
4668,74667,0,0.0,0.0,0.0,0
4669,74668,0,0.0,0.0,0.0,0
4670,74669,0,1.0,0.0,0.0,0
4671,74670,1,1.0,1.0,0.0,0
4672,74671,0,0.0,0.0,0.0,0
4673,74672,0,0.0,0.0,0.0,0
4674,74673,0,0.0,0.0,0.0,0
4675,74674,1,0.0,1.0,0.0,0
4676,74675,0,1.0,0.0,0.0,0
4677,74676,0,0.0,0.0,0.0,0
4678,74677,1,1.0,0.0,0.0,0
4679,74678,0,0.0,0.0,0.0,0
4680,74679,0,0.0,0.0,0.0,0
4681,74680,0,1.0,0.0,0.0,0
4682,74681,0,0.0,0.0,0.0,0
4683,74682,0,0.0,0.0,0.0,0
4684,74683,1,0.0,0.0,1.0,0
4685,74684,0,0.0,0.0,0.0,0
4686,74685,0,0.0,0.0,0.0,0
4687,74686,0,0.0,0.0,0.0,0
4688,74687,0,0.0,0.0,0.0,0
4689,74688,0,0.0,0.0,0.0,0
4690,74689,0,0.0,0.0,0.0,0
4691,74690,0,0.0,0.0,0.0,0
4692,74691,0,0.0,0.0,0.0,0
4693,74692,0,0.0,0.0,0.0,0
4694,74693,0,0.0,0.0,0.0,0
4695,74694,1,0.0,0.0,0.0,0
4696,74695,0,1.0,0.0,0.0,0
4697,74696,0,0.0,0.0,1.0,1
4698,74697,1,0.0,0.0,0.0,0
4699,74698,0,0.0,0.0,0.0,0
4700,74699,0,0.0,0.0,0.0,0
4701,74700,0,0.0,0.0,0.0,0
4702,74701,0,0.0,0.0,0.0,0
4703,74702,1,0.0,0.0,0.0,0
4704,74703,0,0.0,0.0,0.0,0
4705,74704,0,0.0,0.0,0.0,0
4706,74705,0,0.0,0.0,0.0,0
4707,74706,1,0.0,0.0,0.0,0
4708,74707,0,0.0,0.0,0.0,0
4709,74708,0,0.0,0.0,0.0,0
4710,74709,0,0.0,0.0,0.0,0
4711,74710,0,0.0,0.0,0.0,0
4712,74711,0,0.0,0.0,0.0,0
4713,74712,0,0.0,0.0,0.0,0
4714,74713,0,0.0,0.0,0.0,0
4715,74714,0,0.0,0.0,0.0,0
4716,74715,1,1.0,1.0,1.0,1
4717,74716,0,0.0,0.0,0.0,0
4718,74717,0,0.0,0.0,0.0,0
4719,74718,0,0.0,0.0,0.0,0
4720,74719,0,0.0,0.0,0.0,0
4721,74720,0,0.0,0.0,0.0,0
4722,74721,0,0.0,0.0,0.0,0
4723,74722,0,0.0,0.0,0.0,0
4724,74723,0,1.0,0.0,0.0,0
4725,74724,0,0.0,0.0,0.0,0
4726,74725,0,0.0,0.0,0.0,0
4727,74726,0,0.0,0.0,0.0,0
4728,74727,0,0.0,0.0,0.0,0
4729,74728,0,0.0,0.0,0.0,0
4730,74729,0,0.0,0.0,0.0,0
4731,74730,0,0.0,0.0,0.0,0
4732,74731,0,0.0,0.0,0.0,0
4733,74732,0,0.0,0.0,0.0,0
4734,74733,0,0.0,0.0,0.0,0
4735,74734,0,0.0,0.0,0.0,0
4736,74735,0,0.0,0.0,0.0,0
4737,74736,0,0.0,0.0,0.0,0
4738,74737,0,0.0,0.0,0.0,0
4739,74738,0,0.0,0.0,0.0,0
4740,74739,0,0.0,0.0,0.0,0
4741,74740,0,0.0,1.0,1.0,1
4742,74741,1,0.0,0.0,0.0,0
4743,74742,0,0.0,0.0,0.0,0
4744,74743,0,0.0,0.0,0.0,0
4745,74744,0,0.0,0.0,0.0,0
4746,74745,1,0.0,0.0,0.0,0
4747,74746,0,0.0,0.0,0.0,0
4748,74747,0,0.0,0.0,0.0,0
4749,74748,0,0.0,0.0,0.0,0
4750,74749,0,0.0,0.0,0.0,0
4751,74750,0,0.0,0.0,0.0,0
4752,74751,0,1.0,0.0,0.0,0
4753,74752,0,0.0,0.0,0.0,0
4754,74753,0,1.0,0.0,0.0,0
4755,74754,0,0.0,0.0,0.0,0
4756,74755,0,0.0,0.0,0.0,0
4757,74756,0,0.0,0.0,0.0,0
4758,74757,0,0.0,0.0,0.0,0
4759,74758,0,0.0,0.0,0.0,0
4760,74759,0,0.0,0.0,0.0,0
4761,74760,0,0.0,0.0,0.0,0
4762,74761,0,0.0,0.0,0.0,0
4763,74762,0,0.0,0.0,0.0,0
4764,74763,0,0.0,0.0,0.0,0
4765,74764,0,0.0,0.0,0.0,0
4766,74765,1,1.0,1.0,1.0,1
4767,74766,1,1.0,1.0,1.0,1
4768,74767,0,0.0,0.0,0.0,0
4769,74768,0,0.0,0.0,0.0,0
4770,74769,1,0.0,1.0,0.0,1
4771,74770,0,0.0,0.0,0.0,0
4772,74771,1,1.0,1.0,0.0,1
4773,74772,0,0.0,0.0,0.0,0
4774,74773,0,0.0,0.0,0.0,0
4775,74774,0,0.0,0.0,0.0,0
4776,74775,0,0.0,0.0,0.0,0
4777,74776,0,0.0,0.0,0.0,0
4778,74777,0,0.0,0.0,0.0,0
4779,74778,1,0.0,0.0,1.0,1
4780,74779,1,0.0,0.0,0.0,0
4781,74780,0,0.0,0.0,0.0,0
4782,74781,0,0.0,0.0,0.0,0
4783,74782,0,0.0,0.0,0.0,0
4784,74783,0,1.0,1.0,1.0,1
4785,74784,0,0.0,0.0,0.0,0
4786,74785,0,0.0,0.0,0.0,0
4787,74786,0,0.0,0.0,0.0,0
4788,74787,0,0.0,0.0,0.0,0
4789,74788,1,1.0,0.0,0.0,0
4790,74789,0,0.0,0.0,0.0,0
4791,74790,0,0.0,0.0,0.0,0
4792,74791,0,0.0,0.0,0.0,0
4793,74792,1,0.0,0.0,0.0,0
4794,74793,0,0.0,0.0,0.0,0
4795,74794,0,0.0,0.0,0.0,0
4796,74795,0,0.0,0.0,0.0,0
4797,74796,1,1.0,1.0,1.0,1
4798,74797,0,0.0,0.0,0.0,0
4799,74798,0,0.0,0.0,0.0,0
4800,74799,0,0.0,0.0,0.0,0
4801,74800,1,0.0,0.0,0.0,0
4802,74801,0,1.0,0.0,0.0,0
4803,74802,0,0.0,0.0,0.0,0
4804,74803,0,0.0,0.0,0.0,0
4805,74804,0,0.0,0.0,0.0,0
4806,74805,0,0.0,0.0,0.0,0
4807,74806,0,0.0,0.0,0.0,0
4808,74807,0,0.0,0.0,0.0,0
4809,74808,0,0.0,0.0,0.0,0
4810,74809,0,0.0,0.0,0.0,0
4811,74810,0,0.0,0.0,0.0,0
4812,74811,0,0.0,0.0,0.0,0
4813,74812,0,0.0,0.0,0.0,0
4814,74813,0,0.0,0.0,0.0,0
4815,74814,0,0.0,0.0,0.0,0
4816,74815,0,0.0,0.0,0.0,0
4817,74816,0,0.0,0.0,0.0,0
4818,74817,0,0.0,0.0,0.0,0
4819,74818,0,0.0,0.0,0.0,0
4820,74819,0,0.0,0.0,0.0,0
4821,74820,0,0.0,0.0,0.0,0
4822,74821,0,0.0,0.0,0.0,0
4823,74822,0,0.0,0.0,0.0,0
4824,74823,0,0.0,0.0,0.0,0
4825,74824,0,0.0,0.0,0.0,0
4826,74825,0,1.0,1.0,1.0,1
4827,74826,0,0.0,0.0,0.0,0
4828,74827,0,0.0,0.0,0.0,0
4829,74828,0,0.0,0.0,0.0,0
4830,74829,0,0.0,0.0,0.0,0
4831,74830,0,0.0,0.0,0.0,0
4832,74831,0,0.0,0.0,0.0,0
4833,74832,0,0.0,0.0,0.0,0
4834,74833,0,0.0,0.0,0.0,0
4835,74834,0,0.0,0.0,0.0,0
4836,74835,0,0.0,0.0,0.0,0
4837,74836,0,0.0,0.0,0.0,0
4838,74837,0,0.0,0.0,0.0,0
4839,74838,0,1.0,0.0,0.0,0
4840,74839,1,0.0,0.0,0.0,0
4841,74840,0,0.0,0.0,0.0,0
4842,74841,1,1.0,1.0,1.0,1
4843,74842,0,0.0,0.0,0.0,0
4844,74843,0,0.0,0.0,0.0,0
4845,74844,1,1.0,1.0,1.0,1
4846,74845,0,0.0,0.0,0.0,0
4847,74846,0,0.0,0.0,0.0,0
4848,74847,0,0.0,0.0,0.0,0
4849,74848,0,0.0,0.0,0.0,0
4850,74849,0,0.0,0.0,0.0,0
4851,74850,0,0.0,0.0,0.0,0
4852,74851,0,0.0,0.0,0.0,0
4853,74852,0,0.0,0.0,0.0,0
4854,74853,0,0.0,0.0,0.0,0
4855,74854,0,0.0,0.0,0.0,0
4856,74855,0,0.0,0.0,0.0,0
4857,74856,0,0.0,0.0,0.0,0
4858,74857,0,0.0,0.0,0.0,0
4859,74858,0,0.0,0.0,0.0,0
4860,74859,0,0.0,0.0,0.0,0
4861,74860,0,0.0,0.0,0.0,0
4862,74861,0,0.0,0.0,0.0,0
4863,74862,0,0.0,0.0,0.0,0
4864,74863,0,0.0,0.0,0.0,0
4865,74864,0,0.0,0.0,0.0,0
4866,74865,0,0.0,0.0,0.0,0
4867,74866,0,0.0,0.0,0.0,0
4868,74867,0,0.0,0.0,0.0,0
4869,74868,0,0.0,0.0,0.0,0
4870,74869,0,0.0,0.0,0.0,0
4871,74870,0,0.0,0.0,0.0,0
4872,74871,0,0.0,0.0,0.0,0
4873,74872,0,0.0,0.0,0.0,0
4874,74873,0,0.0,0.0,0.0,0
4875,74874,0,0.0,0.0,0.0,0
4876,74875,0,0.0,0.0,0.0,0
4877,74876,0,0.0,0.0,0.0,0
4878,74877,0,0.0,0.0,0.0,0
4879,74878,0,0.0,0.0,0.0,0
4880,74879,0,0.0,0.0,0.0,0
4881,74880,0,1.0,0.0,0.0,0
4882,74881,0,0.0,0.0,0.0,0
4883,74882,0,0.0,0.0,0.0,0
4884,74883,0,0.0,0.0,0.0,0
4885,74884,0,0.0,0.0,0.0,0
4886,74885,0,0.0,0.0,0.0,0
4887,74886,0,0.0,0.0,0.0,0
4888,74887,0,0.0,0.0,0.0,0
4889,74888,0,1.0,0.0,1.0,1
4890,74889,0,0.0,0.0,0.0,0
4891,74890,0,0.0,0.0,0.0,0
4892,74891,1,0.0,1.0,1.0,1
4893,74892,0,0.0,0.0,0.0,0
4894,74893,0,0.0,0.0,0.0,0
4895,74894,0,0.0,0.0,0.0,0
4896,74895,0,0.0,0.0,0.0,0
4897,74896,0,0.0,0.0,0.0,0
4898,74897,0,0.0,0.0,0.0,0
4899,74898,0,0.0,0.0,0.0,0
4900,74899,0,0.0,0.0,0.0,0
4901,74900,0,0.0,0.0,0.0,0
4902,74901,0,0.0,0.0,0.0,0
4903,74902,0,0.0,0.0,0.0,0
4904,74903,0,0.0,0.0,0.0,0
4905,74904,0,0.0,0.0,0.0,0
4906,74905,0,0.0,0.0,0.0,0
4907,74906,1,1.0,1.0,1.0,1
4908,74907,0,0.0,0.0,0.0,0
4909,74908,0,0.0,0.0,0.0,0
4910,74909,0,0.0,0.0,0.0,0
4911,74910,0,0.0,0.0,0.0,0
4912,74911,0,0.0,0.0,0.0,0
4913,74912,1,1.0,0.0,0.0,0
4914,74913,0,0.0,0.0,0.0,0
4915,74914,0,0.0,0.0,0.0,0
4916,74915,0,0.0,0.0,0.0,0
4917,74916,0,0.0,0.0,0.0,0
4918,74917,0,0.0,0.0,0.0,0
4919,74918,0,0.0,0.0,0.0,0
4920,74919,0,0.0,0.0,0.0,0
4921,74920,1,1.0,1.0,1.0,1
4922,74921,0,0.0,0.0,0.0,0
4923,74922,0,0.0,0.0,0.0,0
4924,74923,0,0.0,0.0,0.0,0
4925,74924,0,1.0,0.0,0.0,0
4926,74925,0,0.0,0.0,0.0,0
4927,74926,0,0.0,0.0,0.0,0
4928,74927,0,0.0,0.0,0.0,0
4929,74928,0,0.0,0.0,0.0,0
4930,74929,1,0.0,0.0,0.0,0
4931,74930,0,0.0,0.0,0.0,0
4932,74931,0,0.0,0.0,0.0,0
4933,74932,1,0.0,0.0,0.0,0
4934,74933,0,1.0,0.0,0.0,0
4935,74934,0,0.0,0.0,0.0,0
4936,74935,0,0.0,0.0,0.0,0
4937,74936,0,0.0,0.0,0.0,0
4938,74937,0,0.0,0.0,0.0,0
4939,74938,0,1.0,0.0,1.0,0
4940,74939,0,0.0,0.0,0.0,0
4941,74940,0,0.0,0.0,0.0,0
4942,74941,0,0.0,0.0,0.0,0
4943,74942,0,0.0,0.0,0.0,0
4944,74943,0,0.0,0.0,0.0,0
4945,74944,0,0.0,0.0,0.0,0
4946,74945,0,0.0,0.0,0.0,0
4947,74946,0,0.0,0.0,0.0,0
4948,74947,0,1.0,0.0,0.0,0
4949,74948,0,0.0,0.0,0.0,0
4950,74949,0,0.0,0.0,0.0,0
4951,74950,0,0.0,0.0,0.0,0
4952,74951,0,0.0,0.0,0.0,0
4953,74952,0,0.0,0.0,0.0,0
4954,74953,0,0.0,0.0,0.0,0
4955,74954,0,0.0,0.0,0.0,0
4956,74955,0,0.0,0.0,0.0,0
4957,74956,0,0.0,0.0,0.0,0
4958,74957,1,1.0,1.0,1.0,1
4959,74958,0,0.0,0.0,0.0,0
4960,74959,0,0.0,0.0,0.0,0
4961,74960,0,0.0,0.0,0.0,0
4962,74961,0,0.0,0.0,0.0,0
4963,74962,0,0.0,0.0,0.0,0
4964,74963,0,0.0,0.0,0.0,0
4965,74964,0,0.0,0.0,0.0,0
4966,74965,1,1.0,1.0,1.0,1
4967,74966,0,0.0,0.0,0.0,0
4968,74967,0,0.0,0.0,0.0,0
4969,74968,0,0.0,0.0,0.0,0
4970,74969,0,0.0,0.0,0.0,0
4971,74970,0,0.0,0.0,0.0,0
4972,74971,0,0.0,0.0,0.0,0
4973,74972,0,0.0,0.0,0.0,0
4974,74973,0,0.0,0.0,0.0,0
4975,74974,0,1.0,0.0,0.0,0
4976,74975,0,0.0,0.0,0.0,0
4977,74976,0,0.0,0.0,0.0,0
4978,74977,0,0.0,0.0,0.0,0
4979,74978,0,0.0,0.0,0.0,0
4980,74979,0,0.0,0.0,0.0,0
4981,74980,0,0.0,0.0,0.0,0
4982,74981,1,0.0,0.0,0.0,0
4983,74982,0,0.0,0.0,0.0,0
4984,74983,1,0.0,1.0,0.0,1
4985,74984,0,0.0,0.0,0.0,0
4986,74985,0,0.0,0.0,0.0,0
4987,74986,0,1.0,0.0,0.0,0
4988,74987,0,1.0,0.0,0.0,0
4989,74988,0,0.0,0.0,0.0,0
4990,74989,1,1.0,1.0,1.0,1
4991,74990,0,0.0,0.0,0.0,0
4992,74991,0,0.0,0.0,0.0,0
4993,74992,0,0.0,0.0,0.0,0
4994,74993,0,0.0,0.0,0.0,0
4995,74994,1,1.0,1.0,0.0,1
4996,74995,0,0.0,0.0,0.0,0
4997,74996,0,0.0,0.0,0.0,0
4998,74997,0,0.0,0.0,0.0,0
4999,74998,0,0.0,0.0,0.0,0
5000,74999,0,0.0,0.0,0.0,0
5001,75000,0,0.0,0.0,0.0,0
5002,75001,0,0.0,0.0,0.0,0
5003,75002,0,0.0,0.0,0.0,0
5004,75003,1,1.0,1.0,1.0,1
5005,75004,0,0.0,0.0,0.0,0
5006,75005,0,0.0,0.0,0.0,0
5007,75006,1,0.0,0.0,0.0,0
5008,75007,0,0.0,0.0,0.0,0
5009,75008,0,0.0,0.0,0.0,0
5010,75009,1,0.0,0.0,1.0,1
5011,75010,0,0.0,0.0,0.0,0
5012,75011,0,0.0,0.0,0.0,0
5013,75012,1,0.0,0.0,0.0,0
5014,75013,0,0.0,0.0,0.0,0
5015,75014,0,0.0,0.0,0.0,0
5016,75015,0,0.0,0.0,0.0,0
5017,75016,0,1.0,0.0,0.0,0
5018,75017,0,1.0,0.0,0.0,0
5019,75018,0,0.0,0.0,0.0,0
5020,75019,0,0.0,0.0,0.0,0
5021,75020,0,0.0,0.0,0.0,0
5022,75021,1,1.0,1.0,1.0,1
5023,75022,0,0.0,0.0,0.0,0
5024,75023,0,0.0,0.0,0.0,0
5025,75024,0,0.0,0.0,0.0,0
5026,75025,0,0.0,0.0,0.0,0
5027,75026,0,0.0,0.0,0.0,0
5028,75027,0,0.0,0.0,0.0,0
5029,75028,0,0.0,0.0,0.0,0
5030,75029,0,0.0,0.0,0.0,0
5031,75030,0,0.0,0.0,0.0,0
5032,75031,0,0.0,0.0,0.0,0
5033,75032,0,0.0,0.0,0.0,0
5034,75033,0,0.0,0.0,0.0,0
5035,75034,0,0.0,0.0,0.0,0
5036,75035,0,0.0,0.0,0.0,0
5037,75036,1,1.0,1.0,0.0,0
5038,75037,0,0.0,0.0,0.0,0
5039,75038,0,1.0,0.0,0.0,0
5040,75039,0,0.0,0.0,0.0,0
5041,75040,0,0.0,0.0,0.0,0
5042,75041,0,0.0,0.0,0.0,0
5043,75042,0,0.0,0.0,0.0,0
5044,75043,0,0.0,0.0,0.0,0
5045,75044,0,0.0,0.0,0.0,0
5046,75045,0,0.0,0.0,0.0,0
5047,75046,0,0.0,0.0,0.0,0
5048,75047,0,0.0,0.0,0.0,0
5049,75048,0,0.0,0.0,0.0,0
5050,75049,0,0.0,0.0,0.0,0
5051,75050,0,0.0,0.0,0.0,0
5052,75051,0,0.0,0.0,0.0,0
5053,75052,0,0.0,0.0,0.0,0
5054,75053,0,0.0,0.0,0.0,0
5055,75054,0,0.0,0.0,0.0,0
5056,75055,1,0.0,0.0,1.0,0
5057,75056,0,0.0,0.0,0.0,0
5058,75057,0,0.0,0.0,0.0,0
5059,75058,0,0.0,0.0,0.0,0
5060,75059,0,0.0,0.0,0.0,0
5061,75060,0,0.0,0.0,0.0,0
5062,75061,0,0.0,0.0,0.0,0
5063,75062,0,0.0,0.0,0.0,0
5064,75063,0,0.0,0.0,0.0,0
5065,75064,0,0.0,0.0,0.0,0
5066,75065,0,0.0,0.0,0.0,0
5067,75066,0,0.0,0.0,0.0,0
5068,75067,0,0.0,0.0,0.0,0
5069,75068,0,0.0,0.0,0.0,0
5070,75069,0,0.0,0.0,0.0,0
5071,75070,0,0.0,0.0,0.0,0
5072,75071,0,0.0,0.0,0.0,0
5073,75072,0,1.0,0.0,0.0,0
5074,75073,0,0.0,0.0,0.0,0
5075,75074,1,0.0,1.0,0.0,1
5076,75075,0,0.0,0.0,0.0,0
5077,75076,0,0.0,0.0,0.0,0
5078,75077,0,0.0,0.0,0.0,0
5079,75078,0,0.0,0.0,0.0,0
5080,75079,0,0.0,0.0,0.0,0
5081,75080,0,0.0,0.0,0.0,0
5082,75081,0,0.0,0.0,0.0,0
5083,75082,0,0.0,0.0,0.0,0
5084,75083,0,0.0,0.0,0.0,0
5085,75084,1,1.0,0.0,0.0,0
5086,75085,0,0.0,0.0,0.0,0
5087,75086,0,0.0,0.0,0.0,0
5088,75087,0,0.0,0.0,0.0,0
5089,75088,0,0.0,0.0,0.0,0
5090,75089,1,1.0,1.0,1.0,1
5091,75090,0,0.0,0.0,0.0,0
5092,75091,0,0.0,0.0,0.0,0
5093,75092,0,0.0,0.0,0.0,0
5094,75093,0,0.0,0.0,0.0,0
5095,75094,0,0.0,0.0,0.0,0
5096,75095,0,1.0,0.0,0.0,0
5097,75096,0,0.0,0.0,0.0,0
5098,75097,0,0.0,0.0,0.0,0
5099,75098,0,0.0,0.0,0.0,0
5100,75099,1,0.0,0.0,0.0,0
5101,75100,0,0.0,0.0,0.0,0
5102,75101,0,0.0,0.0,0.0,0
5103,75102,0,0.0,0.0,0.0,0
5104,75103,0,0.0,0.0,0.0,0
5105,75104,0,0.0,0.0,0.0,0
5106,75105,0,0.0,0.0,0.0,0
5107,75106,0,0.0,0.0,0.0,0
5108,75107,0,0.0,0.0,0.0,0
5109,75108,0,0.0,0.0,0.0,0
5110,75109,0,0.0,0.0,0.0,0
5111,75110,0,0.0,0.0,0.0,0
5112,75111,0,0.0,0.0,0.0,0
5113,75112,0,0.0,0.0,0.0,0
5114,75113,0,0.0,0.0,0.0,0
5115,75114,0,0.0,0.0,0.0,0
5116,75115,0,0.0,0.0,0.0,0
5117,75116,0,0.0,0.0,0.0,0
5118,75117,0,0.0,0.0,0.0,0
5119,75118,0,0.0,0.0,0.0,0
5120,75119,0,0.0,0.0,0.0,0
5121,75120,0,0.0,0.0,0.0,0
5122,75121,1,0.0,0.0,0.0,0
5123,75122,0,0.0,0.0,0.0,0
5124,75123,0,0.0,0.0,0.0,0
5125,75124,0,0.0,0.0,0.0,0
5126,75125,0,0.0,1.0,1.0,1
5127,75126,0,0.0,0.0,0.0,0
5128,75127,1,1.0,1.0,1.0,1
5129,75128,0,0.0,0.0,0.0,0
5130,75129,0,0.0,0.0,0.0,0
5131,75130,0,0.0,0.0,0.0,0
5132,75131,1,0.0,1.0,1.0,1
5133,75132,0,0.0,0.0,0.0,0
5134,75133,0,0.0,0.0,0.0,0
5135,75134,0,0.0,0.0,0.0,0
5136,75135,0,0.0,0.0,0.0,0
5137,75136,0,1.0,0.0,0.0,0
5138,75137,0,0.0,0.0,0.0,0
5139,75138,0,1.0,0.0,0.0,0
5140,75139,0,0.0,0.0,0.0,0
5141,75140,0,0.0,0.0,0.0,0
5142,75141,0,0.0,0.0,0.0,0
5143,75142,0,0.0,0.0,0.0,0
5144,75143,0,0.0,0.0,0.0,0
5145,75144,0,0.0,0.0,0.0,0
5146,75145,0,0.0,0.0,0.0,0
5147,75146,0,0.0,0.0,0.0,0
5148,75147,0,0.0,0.0,0.0,0
5149,75148,0,0.0,0.0,0.0,0
5150,75149,0,0.0,0.0,0.0,0
5151,75150,0,0.0,0.0,0.0,0
5152,75151,1,1.0,0.0,0.0,0
5153,75152,0,0.0,0.0,0.0,0
5154,75153,0,0.0,0.0,0.0,0
5155,75154,0,0.0,0.0,0.0,0
5156,75155,0,1.0,0.0,0.0,0
5157,75156,0,0.0,0.0,0.0,0
5158,75157,0,1.0,0.0,0.0,0
5159,75158,0,0.0,0.0,0.0,0
5160,75159,0,0.0,0.0,0.0,0
5161,75160,0,0.0,0.0,0.0,0
5162,75161,0,0.0,0.0,0.0,0
5163,75162,0,0.0,0.0,0.0,0
5164,75163,0,0.0,0.0,0.0,0
5165,75164,0,0.0,0.0,0.0,0
5166,75165,0,0.0,0.0,0.0,0
5167,75166,0,0.0,0.0,0.0,0
5168,75167,0,0.0,0.0,0.0,0
5169,75168,0,0.0,0.0,0.0,0
5170,75169,0,0.0,0.0,0.0,0
5171,75170,0,0.0,0.0,0.0,0
5172,75171,0,0.0,0.0,0.0,0
5173,75172,0,0.0,0.0,0.0,0
5174,75173,0,0.0,0.0,0.0,0
5175,75174,0,0.0,0.0,0.0,0
5176,75175,1,0.0,0.0,0.0,0
5177,75176,0,0.0,0.0,0.0,0
5178,75177,0,0.0,0.0,0.0,0
5179,75178,0,0.0,0.0,0.0,0
5180,75179,0,0.0,0.0,0.0,0
5181,75180,0,0.0,0.0,0.0,0
5182,75181,0,0.0,0.0,0.0,0
5183,75182,0,0.0,0.0,0.0,0
5184,75183,0,0.0,0.0,0.0,0
5185,75184,0,0.0,0.0,0.0,0
5186,75185,0,0.0,0.0,0.0,0
5187,75186,0,0.0,0.0,0.0,0
5188,75187,0,0.0,0.0,0.0,0
5189,75188,0,0.0,0.0,0.0,0
5190,75189,0,0.0,0.0,0.0,0
5191,75190,0,0.0,0.0,0.0,0
5192,75191,0,1.0,0.0,0.0,0
